,State,Year,Sex,Age Group,Race and Hispanic Origin,Deaths,Population,Crude Death Rate,Standard Error for Crude Rate,Lower Confidence Limit for Crude Rate,Upper Confidence Limit for Crude Rate,Age-adjusted Rate,Standard Error for Age-adjusted Rate,Lower Confidence Limit for Age-adjusted Rate,Upper Confidence Limit for Age-adjusted Rate,State Crude Rate in Range,US Crude Rate,US Age-adjusted Rate,Unit,State.ABBR,Prescribing.Rate
121,Hawaii,2006,Both Sexes,All Ages,All Races-All Origins,86,1309731,6.5662,0.70806,5.2521,8.1092,6.4367,0.69923,5.1414,7.9591,1.8–7.1,11.5373,11.4883,"per 100,000 population",HI,42.3
122,Hawaii,2007,Both Sexes,All Ages,All Races-All Origins,136,1315675,10.3369,0.88638,8.5996,12.0742,10.0354,0.87103,8.3282,11.7427,7.1–10.2,11.9543,11.8775,"per 100,000 population",HI,44.5
123,Hawaii,2008,Both Sexes,All Ages,All Races-All Origins,123,1332213,9.2328,0.83249,7.6011,10.8644,8.9609,0.8163,7.361000000000001,10.5609,7.1–10.2,11.9864,11.8947,"per 100,000 population",HI,46.6
124,Hawaii,2009,Both Sexes,All Ages,All Races-All Origins,136,1346717,10.0986,0.86595,8.4014,11.7959,9.6033,0.8365600000000001,7.9637,11.243,7.1–10.2,12.0624,11.9388,"per 100,000 population",HI,47.8
125,Hawaii,2010,Both Sexes,All Ages,All Races-All Origins,151,1360301,11.1005,0.9033399999999999,9.3299,12.870999999999999,10.880999999999998,0.90309,9.111,12.6511,10.3–12.6,12.4144,12.2966,"per 100,000 population",HI,50.1
126,Hawaii,2011,Both Sexes,All Ages,All Races-All Origins,180,1374810,13.0927,0.9758700000000001,11.18,15.0054,12.3987,0.9476399999999999,10.5414,14.2561,10.3–12.6,13.2674,13.1852,"per 100,000 population",HI,50.1
127,Hawaii,2012,Both Sexes,All Ages,All Races-All Origins,155,1392313,11.1326,0.8941899999999999,9.3799,12.8852,10.9729,0.90118,9.2066,12.7392,10.3–12.6,13.2208,13.1422,"per 100,000 population",HI,50.4
128,Hawaii,2013,Both Sexes,All Ages,All Races-All Origins,158,1404054,11.2531,0.89525,9.4984,13.0078,11.0087,0.89989,9.2449,12.7725,10.3–12.6,13.9127,13.8005,"per 100,000 population",HI,49.4
129,Hawaii,2014,Both Sexes,All Ages,All Races-All Origins,157,1419561,11.0598,0.88266,9.3297,12.7898,10.8528,0.88765,9.113,12.5925,10.3–12.6,14.7574,14.6831,"per 100,000 population",HI,47.7
130,Hawaii,2015,Both Sexes,All Ages,All Races-All Origins,169,1431603,11.8049,0.90807,10.0251,13.5848,11.3281,0.8978200000000001,9.5684,13.0879,10.3–12.6,16.304000000000002,16.2923,"per 100,000 population",HI,44.3
131,Hawaii,2016,Both Sexes,All Ages,All Races-All Origins,191,1428557,13.3701,0.9674299999999999,11.474,15.2663,12.7513,0.9519200000000001,10.8855,14.617,12.6–16,19.6925,19.7851,"per 100,000 population",HI,41.9
132,Idaho,2006,Both Sexes,All Ages,All Races-All Origins,130,1468669,8.8516,0.77633,7.3299,10.3732,9.3376,0.8259700000000001,7.7186,10.9565,7.1–10.2,11.5373,11.4883,"per 100,000 population",ID,75.6
133,Idaho,2007,Both Sexes,All Ages,All Races-All Origins,126,1505105,8.3715,0.74579,6.9098,9.8333,8.645,0.77684,7.1224,10.1676,7.1–10.2,11.9543,11.8775,"per 100,000 population",ID,78.8
134,Idaho,2008,Both Sexes,All Ages,All Races-All Origins,146,1534320,9.5156,0.78752,7.9721,11.0592,9.8008,0.8217899999999999,8.1901,11.4115,7.1–10.2,11.9864,11.8947,"per 100,000 population",ID,82.7
135,Idaho,2009,Both Sexes,All Ages,All Races-All Origins,171,1554439,11.0008,0.84125,9.3519,12.6496,11.5925,0.8979799999999999,9.8324,13.3525,10.3–12.6,12.0624,11.9388,"per 100,000 population",ID,85.2
136,Idaho,2010,Both Sexes,All Ages,All Races-All Origins,178,1567582,11.3551,0.8511,9.6869,13.0232,11.8102,0.8986200000000001,10.0489,13.5715,10.3–12.6,12.4144,12.2966,"per 100,000 population",ID,88.6
137,Idaho,2011,Both Sexes,All Ages,All Races-All Origins,193,1584985,12.1768,0.8765,10.4588,13.8947,12.86,0.9411799999999999,11.0153,14.7047,12.6–16,13.2674,13.1852,"per 100,000 population",ID,91.4
138,Idaho,2012,Both Sexes,All Ages,All Races-All Origins,181,1595728,11.3428,0.8431,9.6903,12.9953,11.9173,0.9023700000000001,10.1487,13.6859,10.3–12.6,13.2208,13.1422,"per 100,000 population",ID,92.0
139,Idaho,2013,Both Sexes,All Ages,All Races-All Origins,207,1612136,12.8401,0.89245,11.0909,14.5893,13.3532,0.94391,11.5032,15.2033,12.6–16,13.9127,13.8005,"per 100,000 population",ID,89.2
140,Idaho,2014,Both Sexes,All Ages,All Races-All Origins,212,1634464,12.9706,0.8908299999999999,11.2246,14.7166,13.7097,0.9589,11.8303,15.5891,12.6–16,14.7574,14.6831,"per 100,000 population",ID,87.4
141,Idaho,2015,Both Sexes,All Ages,All Races-All Origins,218,1654930,13.1728,0.89217,11.4241,14.9214,14.1941,0.98034,12.2726,16.1155,12.6–16,16.304000000000002,16.2923,"per 100,000 population",ID,81.9
142,Idaho,2016,Both Sexes,All Ages,All Races-All Origins,243,1683140,14.4373,0.92615,12.622,16.2526,15.2208,0.99697,13.2667,17.1749,12.6–16,19.6925,19.7851,"per 100,000 population",ID,77.6
143,Illinois,2006,Both Sexes,All Ages,All Races-All Origins,1369,12643955,10.8273,0.29263,10.2538,11.4009,10.8554,0.29453,10.2782,11.4327,10.3–12.6,11.5373,11.4883,"per 100,000 population",IL,55.6
144,Illinois,2007,Both Sexes,All Ages,All Races-All Origins,1192,12695866,9.3889,0.27194,8.8559,9.9219,9.3839,0.2733,8.8482,9.9195,7.1–10.2,11.9543,11.8775,"per 100,000 population",IL,59.2
145,Illinois,2008,Both Sexes,All Ages,All Races-All Origins,1353,12747038,10.6142,0.28856,10.0486,11.1798,10.597000000000001,0.2899,10.0288,11.1652,10.3–12.6,11.9864,11.8947,"per 100,000 population",IL,60.2
146,Illinois,2009,Both Sexes,All Ages,All Races-All Origins,1381,12796778,10.7918,0.2904,10.2226,11.360999999999999,10.7813,0.29249,10.208,11.3546,10.3–12.6,12.0624,11.9388,"per 100,000 population",IL,61.0
147,Illinois,2010,Both Sexes,All Ages,All Races-All Origins,1288,12830632,10.0385,0.27971,9.4902,10.5867,9.9923,0.28110999999999997,9.4413,10.5433,7.1–10.2,12.4144,12.2966,"per 100,000 population",IL,63.1
148,Illinois,2011,Both Sexes,All Ages,All Races-All Origins,1408,12869257,10.9408,0.29157,10.3693,11.5123,10.9406,0.2948,10.3628,11.5184,10.3–12.6,13.2674,13.1852,"per 100,000 population",IL,64.3
149,Illinois,2012,Both Sexes,All Ages,All Races-All Origins,1628,12875255,12.6444,0.31338,12.0302,13.2586,12.5277,0.31429,11.9117,13.1437,10.3–12.6,13.2208,13.1422,"per 100,000 population",IL,66.1
150,Illinois,2013,Both Sexes,All Ages,All Races-All Origins,1579,12882135,12.2573,0.30846,11.6527,12.8619,12.104000000000001,0.30879,11.4988,12.7092,10.3–12.6,13.9127,13.8005,"per 100,000 population",IL,63.7
151,Illinois,2014,Both Sexes,All Ages,All Races-All Origins,1705,12880580,13.237,0.32056999999999997,12.6087,13.8653,13.13,0.32276,12.4974,13.7626,12.6–16,14.7574,14.6831,"per 100,000 population",IL,62.3
152,Illinois,2015,Both Sexes,All Ages,All Races-All Origins,1835,12859995,14.2691,0.3331,13.6162,14.9219,14.0925,0.33454,13.4368,14.7482,12.6–16,16.304000000000002,16.2923,"per 100,000 population",IL,59.1
153,Illinois,2016,Both Sexes,All Ages,All Races-All Origins,2411,12801539,18.8337,0.38356,18.0819,19.5855,18.8737,0.39111,18.1072,19.6403,16–52,19.6925,19.7851,"per 100,000 population",IL,56.8
154,Indiana,2006,Both Sexes,All Ages,All Races-All Origins,736,6332669,11.6223,0.4284,10.7826,12.4619,11.7648,0.43592,10.9104,12.6192,10.3–12.6,11.5373,11.4883,"per 100,000 population",IN,94.3
155,Indiana,2007,Both Sexes,All Ages,All Races-All Origins,781,6379599,12.2421,0.43806000000000006,11.3836,13.1007,12.369000000000002,0.44548000000000004,11.4959,13.2421,10.3–12.6,11.9543,11.8775,"per 100,000 population",IN,99.7
156,Indiana,2008,Both Sexes,All Ages,All Races-All Origins,830,6424806,12.9187,0.44841000000000003,12.0398,13.7976,13.2099,0.46238,12.3037,14.1162,12.6–16,11.9864,11.8947,"per 100,000 population",IN,103.3
157,Indiana,2009,Both Sexes,All Ages,All Races-All Origins,896,6459325,13.8714,0.46341000000000004,12.9631,14.7797,14.0319,0.47394,13.103,14.9608,12.6–16,12.0624,11.9388,"per 100,000 population",IN,105.6
158,Indiana,2010,Both Sexes,All Ages,All Races-All Origins,927,6483802,14.2972,0.46958,13.3768,15.2175,14.3781,0.47823999999999994,13.4407,15.3154,12.6–16,12.4144,12.2966,"per 100,000 population",IN,107.1
159,Indiana,2011,Both Sexes,All Ages,All Races-All Origins,975,6516922,14.9611,0.47913999999999995,14.0219,15.9002,15.3205,0.49748000000000003,14.3454,16.2955,12.6–16,13.2674,13.1852,"per 100,000 population",IN,106.7
160,Indiana,2012,Both Sexes,All Ages,All Races-All Origins,1011,6537334,15.465,0.48638000000000003,14.5117,16.4183,15.981,0.5100899999999999,14.9813,16.9808,12.6–16,13.2208,13.1422,"per 100,000 population",IN,110.5
161,Indiana,2013,Both Sexes,All Ages,All Races-All Origins,1064,6570902,16.1926,0.49642,15.2196,17.1656,16.5961,0.5171,15.5826,17.6096,16–52,13.9127,13.8005,"per 100,000 population",IN,106.3
162,Indiana,2014,Both Sexes,All Ages,All Races-All Origins,1172,6596855,17.766,0.51895,16.7489,18.7832,18.1805,0.54018,17.1218,19.2393,16–52,14.7574,14.6831,"per 100,000 population",IN,96.7
163,Indiana,2015,Both Sexes,All Ages,All Races-All Origins,1245,6619680,18.8076,0.53303,17.7628,19.8523,19.4945,0.56172,18.3936,20.5955,16–52,16.304000000000002,16.2923,"per 100,000 population",IN,89.1
164,Indiana,2016,Both Sexes,All Ages,All Races-All Origins,1526,6633053,23.006,0.5889300000000001,21.8517,24.1603,23.9642,0.6241899999999999,22.7408,25.1876,16–52,19.6925,19.7851,"per 100,000 population",IN,83.9
165,Iowa,2006,Both Sexes,All Ages,All Races-All Origins,187,2982644,6.2696,0.45848,5.371,7.1682,6.5509,0.48496999999999996,5.6004,7.5015,1.8–7.1,11.5373,11.4883,"per 100,000 population",IA,59.3
166,Iowa,2007,Both Sexes,All Ages,All Races-All Origins,203,2999212,6.7684,0.47505,5.8373,7.6995,6.8812,0.48935,5.9221,7.8403,1.8–7.1,11.9543,11.8775,"per 100,000 population",IA,57.1
167,Iowa,2008,Both Sexes,All Ages,All Races-All Origins,209,3016734,6.928,0.47922,5.9887,7.8673,7.1815,0.50549,6.1908,8.1723,7.1–10.2,11.9864,11.8947,"per 100,000 population",IA,59.1
168,Iowa,2009,Both Sexes,All Ages,All Races-All Origins,207,3032870,6.8252,0.47439,5.8954,7.755,7.1267,0.50485,6.1372,8.1162,7.1–10.2,12.0624,11.9388,"per 100,000 population",IA,60.4
169,Iowa,2010,Both Sexes,All Ages,All Races-All Origins,253,3046355,8.305,0.52213,7.2816,9.3284,8.5698,0.54883,7.4941,9.6456,7.1–10.2,12.4144,12.2966,"per 100,000 population",IA,62.3
170,Iowa,2011,Both Sexes,All Ages,All Races-All Origins,250,3062309,8.1638,0.51632,7.1518,9.1758,8.4393,0.546,7.3691,9.5095,7.1–10.2,13.2674,13.1852,"per 100,000 population",IA,64.0
171,Iowa,2012,Both Sexes,All Ages,All Races-All Origins,259,3074186,8.425,0.5235,7.3989,9.4511,8.6605,0.5513,7.5799,9.741,7.1–10.2,13.2208,13.1422,"per 100,000 population",IA,74.1
172,Iowa,2013,Both Sexes,All Ages,All Races-All Origins,275,3090416,8.8985,0.5366,7.8467,9.9502,9.2929,0.57514,8.1657,10.4202,7.1–10.2,13.9127,13.8005,"per 100,000 population",IA,72.2
173,Iowa,2014,Both Sexes,All Ages,All Races-All Origins,264,3107126,8.4966,0.52293,7.4717,9.5215,8.7958,0.55625,7.7055,9.886000000000001,7.1–10.2,14.7574,14.6831,"per 100,000 population",IA,72.3
174,Iowa,2015,Both Sexes,All Ages,All Races-All Origins,309,3123899,9.8915,0.56271,8.7886,10.9944,10.2763,0.59916,9.102,11.4507,10.3–12.6,16.304000000000002,16.2923,"per 100,000 population",IA,68.6
175,Iowa,2016,Both Sexes,All Ages,All Races-All Origins,314,3134693,10.0169,0.56529,8.908999999999999,11.1249,10.6239,0.61444,9.4196,11.8282,10.3–12.6,19.6925,19.7851,"per 100,000 population",IA,64.0
176,Kansas,2006,Both Sexes,All Ages,All Races-All Origins,257,2762931,9.3017,0.58023,8.1645,10.439,9.4872,0.59777,8.3156,10.6589,7.1–10.2,11.5373,11.4883,"per 100,000 population",KS,77.5
177,Kansas,2007,Both Sexes,All Ages,All Races-All Origins,270,2783785,9.699,0.59026,8.5421,10.8559,9.9794,0.61354,8.7769,11.1819,7.1–10.2,11.9543,11.8775,"per 100,000 population",KS,80.6
178,Kansas,2008,Both Sexes,All Ages,All Races-All Origins,219,2808076,7.7989,0.527,6.766,8.8319,8.001,0.54775,6.9274,9.0746,7.1–10.2,11.9864,11.8947,"per 100,000 population",KS,82.7
179,Kansas,2009,Both Sexes,All Ages,All Races-All Origins,304,2832704,10.7318,0.61551,9.5254,11.9382,11.0609,0.6441100000000001,9.7985,12.3234,10.3–12.6,12.0624,11.9388,"per 100,000 population",KS,82.8
180,Kansas,2010,Both Sexes,All Ages,All Races-All Origins,269,2853118,9.4283,0.57485,8.3016,10.555,9.559,0.59163,8.3994,10.7186,7.1–10.2,12.4144,12.2966,"per 100,000 population",KS,86.1
181,Kansas,2011,Both Sexes,All Ages,All Races-All Origins,280,2871238,9.7519,0.5827899999999999,8.6096,10.8942,10.1164,0.6158899999999999,8.9093,11.3236,7.1–10.2,13.2674,13.1852,"per 100,000 population",KS,87.8
182,Kansas,2012,Both Sexes,All Ages,All Races-All Origins,318,2885905,11.0191,0.61792,9.808,12.2302,11.4807,0.65532,10.1963,12.7651,10.3–12.6,13.2208,13.1422,"per 100,000 population",KS,90.3
183,Kansas,2013,Both Sexes,All Ages,All Races-All Origins,331,2893957,11.4376,0.62867,10.2054,12.6698,11.9586,0.67108,10.6433,13.2739,10.3–12.6,13.9127,13.8005,"per 100,000 population",KS,88.7
184,Kansas,2014,Both Sexes,All Ages,All Races-All Origins,332,2904021,11.4324,0.62744,10.2027,12.6622,11.732999999999999,0.65783,10.4436,13.0223,10.3–12.6,14.7574,14.6831,"per 100,000 population",KS,86.5
185,Kansas,2015,Both Sexes,All Ages,All Races-All Origins,329,2911641,11.2995,0.6229600000000001,10.0785,12.5205,11.8357,0.66815,10.5262,13.1453,10.3–12.6,16.304000000000002,16.2923,"per 100,000 population",KS,80.5
186,Kansas,2016,Both Sexes,All Ages,All Races-All Origins,313,2907289,10.765999999999998,0.60853,9.5733,11.9588,11.089,0.6421399999999999,9.8304,12.3476,10.3–12.6,19.6925,19.7851,"per 100,000 population",KS,76.9
187,Kentucky,2006,Both Sexes,All Ages,All Races-All Origins,728,4219239,17.2543,0.63949,16.0009,18.5077,17.3826,0.64762,16.1133,18.652,16–52,11.5373,11.4883,"per 100,000 population",KY,122.6
188,Kentucky,2007,Both Sexes,All Ages,All Races-All Origins,708,4256672,16.6327,0.6251,15.4075,17.8579,16.6969,0.63163,15.4589,17.9349,16–52,11.9543,11.8775,"per 100,000 population",KY,130.8
189,Kentucky,2008,Both Sexes,All Ages,All Races-All Origins,764,4289878,17.8094,0.64432,16.5465,19.0722,17.9429,0.6543800000000001,16.6603,19.2255,16–52,11.9864,11.8947,"per 100,000 population",KY,136.6
190,Kentucky,2009,Both Sexes,All Ages,All Races-All Origins,769,4317074,17.813,0.64235,16.554000000000002,19.072,17.9621,0.65473,16.6788,19.2453,16–52,12.0624,11.9388,"per 100,000 population",KY,135.2
191,Kentucky,2010,Both Sexes,All Ages,All Races-All Origins,1007,4339367,23.2061,0.73129,21.7728,24.6395,23.5709,0.75184,22.0973,25.0445,16–52,12.4144,12.2966,"per 100,000 population",KY,136.5
192,Kentucky,2011,Both Sexes,All Ages,All Races-All Origins,1058,4369356,24.2141,0.74443,22.755,25.6732,25.0026,0.77903,23.4757,26.5295,16–52,13.2674,13.1852,"per 100,000 population",KY,137.0
193,Kentucky,2012,Both Sexes,All Ages,All Races-All Origins,1078,4380415,24.6095,0.74954,23.1404,26.0786,24.9647,0.7719699999999999,23.4517,26.4778,16–52,13.2208,13.1422,"per 100,000 population",KY,127.9
194,Kentucky,2013,Both Sexes,All Ages,All Races-All Origins,1019,4395295,23.1839,0.72627,21.7604,24.6074,23.6849,0.7548199999999999,22.2054,25.1643,16–52,13.9127,13.8005,"per 100,000 population",KY,111.7
195,Kentucky,2014,Both Sexes,All Ages,All Races-All Origins,1077,4413457,24.4026,0.74358,22.9452,25.8601,24.7459,0.7686,23.2394,26.2523,16–52,14.7574,14.6831,"per 100,000 population",KY,110.0
196,Kentucky,2015,Both Sexes,All Ages,All Races-All Origins,1273,4425092,28.7678,0.80629,27.1874,30.3481,29.9067,0.85315,28.2345,31.5788,16–52,16.304000000000002,16.2923,"per 100,000 population",KY,102.6
197,Kentucky,2016,Both Sexes,All Ages,All Races-All Origins,1419,4436974,31.9813,0.8489899999999999,30.3172,33.6453,33.5499,0.90871,31.7688,35.3309,16–52,19.6925,19.7851,"per 100,000 population",KY,97.2
198,Louisiana,2006,Both Sexes,All Ages,All Races-All Origins,705,4302665,16.3852,0.6171,15.1757,17.5947,16.5314,0.6270600000000001,15.3024,17.7604,16–52,11.5373,11.4883,"per 100,000 population",LA,109.2
199,Louisiana,2007,Both Sexes,All Ages,All Races-All Origins,808,4375581,18.4661,0.64964,17.1928,19.7394,18.8327,0.66811,17.5232,20.1422,16–52,11.9543,11.8775,"per 100,000 population",LA,110.1
200,Louisiana,2008,Both Sexes,All Ages,All Races-All Origins,647,4435586,14.5866,0.5734600000000001,13.4626,15.7105,14.8777,0.59182,13.7178,16.0377,12.6–16,11.9864,11.8947,"per 100,000 population",LA,113.7
201,Louisiana,2009,Both Sexes,All Ages,All Races-All Origins,584,4491648,13.0019,0.5380199999999999,11.9474,14.0564,13.1386,0.55067,12.0593,14.2179,12.6–16,12.0624,11.9388,"per 100,000 population",LA,113.0
202,Louisiana,2010,Both Sexes,All Ages,All Races-All Origins,591,4533372,13.0367,0.5362600000000001,11.9856,14.0877,13.1747,0.54942,12.0979,14.2516,12.6–16,12.4144,12.2966,"per 100,000 population",LA,112.6
203,Louisiana,2011,Both Sexes,All Ages,All Races-All Origins,601,4574836,13.1371,0.53587,12.0868,14.1874,13.4834,0.56003,12.3858,14.5811,12.6–16,13.2674,13.1852,"per 100,000 population",LA,111.7
204,Louisiana,2012,Both Sexes,All Ages,All Races-All Origins,566,4601893,12.2993,0.51698,11.286,13.3126,12.3286,0.52795,11.2938,13.3634,10.3–12.6,13.2208,13.1422,"per 100,000 population",LA,113.0
205,Louisiana,2013,Both Sexes,All Ages,All Races-All Origins,809,4625470,17.4901,0.61492,16.2849,18.6954,17.7718,0.6383300000000001,16.5207,19.023,16–52,13.9127,13.8005,"per 100,000 population",LA,112.4
206,Louisiana,2014,Both Sexes,All Ages,All Races-All Origins,777,4649676,16.7108,0.5995,15.5358,17.8859,16.8583,0.6177699999999999,15.6474,18.0691,16–52,14.7574,14.6831,"per 100,000 population",LA,108.9
207,Louisiana,2015,Both Sexes,All Ages,All Races-All Origins,861,4670724,18.434,0.6282300000000001,17.2026,19.6653,19.0385,0.6625800000000001,17.7399,20.3372,16–52,16.304000000000002,16.2923,"per 100,000 population",LA,100.4
208,Louisiana,2016,Both Sexes,All Ages,All Races-All Origins,996,4681666,21.2745,0.67411,19.9532,22.5957,21.8107,0.70578,20.4274,23.194000000000003,16–52,19.6925,19.7851,"per 100,000 population",LA,98.1
209,Maine,2006,Both Sexes,All Ages,All Races-All Origins,159,1323619,12.0125,0.95265,10.1453,13.8797,12.0255,0.97001,10.1242,13.9267,10.3–12.6,11.5373,11.4883,"per 100,000 population",ME,83.6
210,Maine,2007,Both Sexes,All Ages,All Races-All Origins,159,1327040,11.9816,0.9502,10.1192,13.8439,12.3619,0.9990899999999999,10.4037,14.3201,10.3–12.6,11.9543,11.8775,"per 100,000 population",ME,85.4
211,Maine,2008,Both Sexes,All Ages,All Races-All Origins,162,1330509,12.1758,0.95662,10.3008,14.0508,12.3241,0.98929,10.3851,14.2631,10.3–12.6,11.9864,11.8947,"per 100,000 population",ME,88.7
212,Maine,2009,Both Sexes,All Ages,All Races-All Origins,173,1329590,13.0115,0.98925,11.0726,14.9505,12.745,0.99497,10.7949,14.6952,12.6–16,12.0624,11.9388,"per 100,000 population",ME,87.9
213,Maine,2010,Both Sexes,All Ages,All Races-All Origins,135,1328361,10.1629,0.8746799999999999,8.4485,11.8773,10.4221,0.91914,8.6206,12.2237,10.3–12.6,12.4144,12.2966,"per 100,000 population",ME,92.8
214,Maine,2011,Both Sexes,All Ages,All Races-All Origins,156,1328188,11.7453,0.9403799999999999,9.9022,13.5885,11.7773,0.97635,9.8637,13.6909,10.3–12.6,13.2674,13.1852,"per 100,000 population",ME,93.1
215,Maine,2012,Both Sexes,All Ages,All Races-All Origins,150,1329192,11.2851,0.9214200000000001,9.4791,13.091,11.4743,0.9660299999999999,9.5809,13.3677,10.3–12.6,13.2208,13.1422,"per 100,000 population",ME,89.7
216,Maine,2013,Both Sexes,All Ages,All Races-All Origins,174,1328302,13.0994,0.9930700000000001,11.152999999999999,15.0458,13.2438,1.0484200000000001,11.1889,15.2987,12.6–16,13.9127,13.8005,"per 100,000 population",ME,85.9
217,Maine,2014,Both Sexes,All Ages,All Races-All Origins,216,1330089,16.2395,1.10496,14.0738,18.4052,16.8385,1.18592,14.5141,19.1629,16–52,14.7574,14.6831,"per 100,000 population",ME,82.4
218,Maine,2015,Both Sexes,All Ages,All Races-All Origins,269,1329328,20.2358,1.2338,17.8175,22.654,21.1572,1.3382,18.5343,23.78,16–52,16.304000000000002,16.2923,"per 100,000 population",ME,76.5
219,Maine,2016,Both Sexes,All Ages,All Races-All Origins,353,1331479,26.5119,1.41108,23.7461,29.2776,28.7144,1.58102,25.6156,31.8132,16–52,19.6925,19.7851,"per 100,000 population",ME,66.9
220,Maryland,2006,Both Sexes,All Ages,All Races-All Origins,762,5627367,13.540999999999999,0.49054,12.5795,14.5024,13.1655,0.47908999999999996,12.2265,14.1045,12.6–16,11.5373,11.4883,"per 100,000 population",MD,60.1
221,Maryland,2007,Both Sexes,All Ages,All Races-All Origins,769,5653408,13.6024,0.49051999999999996,12.640999999999998,14.5638,13.2276,0.47983000000000003,12.2871,14.1681,12.6–16,11.9543,11.8775,"per 100,000 population",MD,63.3
222,Maryland,2008,Both Sexes,All Ages,All Races-All Origins,693,5684965,12.19,0.46306,11.2824,13.0976,11.751,0.45022,10.8686,12.6335,10.3–12.6,11.9864,11.8947,"per 100,000 population",MD,65.5
223,Maryland,2009,Both Sexes,All Ages,All Races-All Origins,743,5730388,12.966,0.47568,12.0336,13.8983,12.464,0.46213000000000004,11.5582,13.3697,10.3–12.6,12.0624,11.9388,"per 100,000 population",MD,66.9
224,Maryland,2010,Both Sexes,All Ages,All Races-All Origins,650,5773552,11.2582,0.44158000000000003,10.3927,12.1237,10.9617,0.43486,10.1094,11.8141,10.3–12.6,12.4144,12.2966,"per 100,000 population",MD,71.2
225,Maryland,2011,Both Sexes,All Ages,All Races-All Origins,707,5828289,12.1305,0.45621000000000006,11.2363,13.0247,11.7444,0.44743,10.8675,12.6214,10.3–12.6,13.2674,13.1852,"per 100,000 population",MD,72.9
226,Maryland,2012,Both Sexes,All Ages,All Races-All Origins,831,5884563,14.1217,0.48988000000000004,13.1615,15.0819,13.6917,0.48202,12.7469,14.6364,12.6–16,13.2208,13.1422,"per 100,000 population",MD,72.2
227,Maryland,2013,Both Sexes,All Ages,All Races-All Origins,892,5928814,15.0452,0.50375,14.0578,16.0325,14.5914,0.49638000000000004,13.6184,15.5643,12.6–16,13.9127,13.8005,"per 100,000 population",MD,69.0
228,Maryland,2014,Both Sexes,All Ages,All Races-All Origins,1070,5976407,17.9037,0.54733,16.831,18.9765,17.3942,0.5412,16.3334,18.4549,16–52,14.7574,14.6831,"per 100,000 population",MD,67.6
229,Maryland,2015,Both Sexes,All Ages,All Races-All Origins,1285,6006401,21.3938,0.5968100000000001,20.2241,22.5636,20.8723,0.59338,19.7092,22.0353,16–52,16.304000000000002,16.2923,"per 100,000 population",MD,63.0
230,Maryland,2016,Both Sexes,All Ages,All Races-All Origins,2044,6016447,33.9735,0.75145,32.5007,35.4464,33.2231,0.74992,31.7533,34.693000000000005,16–52,19.6925,19.7851,"per 100,000 population",MD,58.7
231,Massachusetts,2006,Both Sexes,All Ages,All Races-All Origins,970,6410084,15.1324,0.48586999999999997,14.1801,16.0847,14.6903,0.47401000000000004,13.7612,15.6193,12.6–16,11.5373,11.4883,"per 100,000 population",MA,66.0
232,Massachusetts,2007,Both Sexes,All Ages,All Races-All Origins,922,6431559,14.3356,0.47212,13.4102,15.2609,14.0026,0.46431999999999995,13.0925,14.9126,12.6–16,11.9543,11.8775,"per 100,000 population",MA,68.2
233,Massachusetts,2008,Both Sexes,All Ages,All Races-All Origins,786,6468967,12.1503,0.43338999999999994,11.3009,12.9998,11.9004,0.42798,11.0616,12.7393,10.3–12.6,11.9864,11.8947,"per 100,000 population",MA,69.2
234,Massachusetts,2009,Both Sexes,All Ages,All Races-All Origins,816,6517613,12.5199,0.43828,11.6609,13.379000000000001,12.2356,0.43303,11.3869,13.0844,10.3–12.6,12.0624,11.9388,"per 100,000 population",MA,68.9
235,Massachusetts,2010,Both Sexes,All Ages,All Races-All Origins,738,6547629,11.2713,0.4149,10.4581,12.0845,11.0093,0.4108,10.2041,11.8145,10.3–12.6,12.4144,12.2966,"per 100,000 population",MA,67.9
236,Massachusetts,2011,Both Sexes,All Ages,All Races-All Origins,857,6587536,13.0094,0.44438999999999995,12.1384,13.8804,12.7263,0.44181000000000004,11.8603,13.5922,12.6–16,13.2674,13.1852,"per 100,000 population",MA,65.9
237,Massachusetts,2012,Both Sexes,All Ages,All Races-All Origins,859,6646144,12.9248,0.44098999999999994,12.0605,13.7891,12.7309,0.44176000000000004,11.865,13.5968,12.6–16,13.2208,13.1422,"per 100,000 population",MA,65.7
238,Massachusetts,2013,Both Sexes,All Ages,All Races-All Origins,1081,6692824,16.1516,0.49125,15.1888,17.1145,15.9971,0.49536,15.0262,16.968,12.6–16,13.9127,13.8005,"per 100,000 population",MA,63.0
239,Massachusetts,2014,Both Sexes,All Ages,All Races-All Origins,1289,6745408,19.1093,0.53225,18.0661,20.1525,19.0436,0.5405,17.9842,20.102999999999998,16–52,14.7574,14.6831,"per 100,000 population",MA,59.6
240,Massachusetts,2015,Both Sexes,All Ages,All Races-All Origins,1724,6794422,25.3738,0.61111,24.176,26.5715,25.6654,0.6300899999999999,24.4304,26.9003,16–52,16.304000000000002,16.2923,"per 100,000 population",MA,54.0
241,Massachusetts,2016,Both Sexes,All Ages,All Races-All Origins,2227,6811779,32.6934,0.69279,31.3355,34.0512,32.9897,0.7155199999999999,31.5873,34.3921,16–52,19.6925,19.7851,"per 100,000 population",MA,47.1
242,Michigan,2006,Both Sexes,All Ages,All Races-All Origins,1176,10036081,11.7177,0.3417,11.048,12.3874,11.7143,0.34426,11.0395,12.389000000000001,10.3–12.6,11.5373,11.4883,"per 100,000 population",MI,80.2
